ST,CB,PB,GO,CA,Methodology,Rebal.,Cost,Volatility,Return_1M,Return_3M,Return_6M,Return_9M,Return_12M
45,5,20,25,5,1-OFF,NO,191,4.310981623253108,1.36,-7.58,2.2,4.75,8.53
45,5,20,25,5,1-OFF,YES,191,4.48265323497208,1.36,-7.56,2.69,5.24,9.28
45,5,20,25,5,DCA,NO,191,6.226833478927617,1.36,-7.62,4.03,4.63,7.41
45,5,20,25,5,DCA,YES,191,5.492095046748754,1.27,-7.59,4.55,4.26,6.35
45,5,20,20,10,1-OFF,NO,182,4.028906403515345,1.17,-7.72,1.39,3.6,7.33
45,5,20,20,10,1-OFF,YES,182,4.207915115557535,1.17,-7.67,1.94,4.18,8.13
45,5,20,20,10,DCA,NO,182,6.225524416241815,1.17,-7.65,3.52,4.09,6.96
45,5,20,20,10,DCA,YES,182,5.489029761991407,1.11,-7.59,4.07,3.73,5.98
45,5,20,15,15,1-OFF,NO,173,3.7704575687059627,0.98,-7.86,0.57,2.44,6.14
45,5,20,15,15,1-OFF,YES,173,3.951485117654808,0.99,-7.78,1.2,3.11,6.99
45,5,20,15,15,DCA,NO,173,6.224236785534725,0.98,-7.68,3.02,3.56,6.5
45,5,20,15,15,DCA,YES,173,5.486058185323945,0.96,-7.6,3.59,3.21,5.61
45,5,20,10,20,1-OFF,NO,164,3.543168936556689,0.8,-8.01,-0.24,1.29,4.94
45,5,20,10,20,1-OFF,YES,164,3.718030508825506,0.8,-7.89,0.46,2.05,5.85
45,5,20,10,20,DCA,NO,164,6.222971293238946,0.8,-7.71,2.52,3.02,6.05
45,5,20,10,20,DCA,YES,164,5.483181338430754,0.8,-7.6,3.11,2.69,5.23
45,5,20,5,25,1-OFF,NO,156,3.3559904854550564,0.61,-8.15,-1.05,0.14,3.75
45,5,20,5,25,1-OFF,YES,156,3.5130857797868567,0.61,-8.0,-0.29,1.0,4.71
45,5,20,5,25,DCA,NO,156,6.221728665043285,0.61,-7.74,2.02,2.49,5.6
45,5,20,5,25,DCA,YES,156,5.480400255016348,0.64,-7.6,2.63,2.16,4.86
45,5,20,0,30,1-OFF,NO,147,3.2187845406902893,0.42,-8.29,-1.87,-1.01,2.55
45,5,20,0,30,1-OFF,YES,147,3.3429227258771697,0.43,-8.11,-1.03,-0.05,3.58
45,5,20,0,30,DCA,NO,147,6.2205096464423395,0.42,-7.77,1.52,1.95,5.14
45,5,20,0,30,DCA,YES,147,5.4777159809264635,0.49,-7.6,2.15,1.64,4.49
45,5,15,35,0,1-OFF,NO,196,4.97248453093411,1.6,-7.49,3.63,6.95,10.91
45,5,15,35,0,1-OFF,YES,196,5.11740071509563,1.6,-7.51,4.0,7.3,11.6
45,5,15,35,0,DCA,NO,196,6.230762621680613,1.6,-7.63,5.01,5.75,8.45
45,5,15,35,0,DCA,YES,196,5.502999857726723,1.45,-7.65,5.52,5.4,7.26
45,5,15,30,5,1-OFF,NO,187,4.660798269666641,1.41,-7.63,2.81,5.8,9.71
45,5,15,30,5,1-OFF,YES,187,4.816943722525088,1.41,-7.61,3.25,6.23,10.44
45,5,15,30,5,DCA,NO,187,6.2294155363298,1.41,-7.66,4.51,5.21,7.99
45,5,15,30,5,DCA,YES,187,5.499761813353036,1.29,-7.65,5.04,4.87,6.88
45,5,15,25,10,1-OFF,NO,178,4.361909699157573,1.23,-7.77,2.0,4.65,8.52
45,5,15,25,10,1-OFF,YES,178,4.527833505241199,1.23,-7.72,2.51,5.16,9.29
45,5,15,25,10,DCA,NO,178,6.228088505498051,1.23,-7.69,4.01,4.68,7.54
45,5,15,25,10,DCA,YES,178,5.4966155219783195,1.14,-7.65,4.56,4.34,6.51
45,5,15,20,15,1-OFF,NO,169,4.080501390978802,1.04,-7.91,1.19,3.49,7.32
45,5,15,20,15,1-OFF,YES,169,4.253118350772405,1.04,-7.83,1.76,4.09,8.14
45,5,15,20,15,DCA,NO,169,6.226782197604542,1.04,-7.72,3.51,4.14,7.08
45,5,15,20,15,DCA,YES,169,5.493561982372139,0.98,-7.65,4.08,3.81,6.13
45,5,15,15,20,1-OFF,NO,161,3.8225276176199445,0.85,-8.05,0.37,2.34,6.12
45,5,15,15,20,1-OFF,YES,161,3.9965676500140943,0.85,-7.94,1.02,3.03,6.99
45,5,15,15,20,DCA,NO,161,6.22549729923793,0.85,-7.75,3.01,3.61,6.63
45,5,15,15,20,DCA,YES,161,5.490602205116327,0.82,-7.65,3.6,3.29,5.76
45,5,15,10,25,1-OFF,NO,152,3.5953680715365066,0.66,-8.2,-0.44,1.19,4.93
45,5,15,10,25,1-OFF,YES,152,3.762768971790554,0.67,-8.05,0.28,1.97,5.85
45,5,15,10,25,DCA,NO,152,6.224234515672577,0.66,-7.78,2.51,3.08,6.18
45,5,15,10,25,DCA,YES,152,5.487737212723598,0.67,-7.65,3.12,2.76,5.39
45,5,15,5,30,1-OFF,NO,143,3.4077705679663337,0.48,-8.34,-1.25,0.04,3.73
45,5,15,5,30,1-OFF,YES,143,3.557154570625719,0.48,-8.16,-0.47,0.91,4.72
45,5,15,5,30,DCA,NO,143,6.222994571400737,0.48,-7.81,2.01,2.54,5.72
45,5,15,5,30,DCA,YES,143,5.484968039757582,0.51,-7.66,2.64,2.24,5.01
45,5,15,0,35,1-OFF,NO,134,3.269373170397226,0.29,-8.48,-2.07,-1.11,2.54
45,5,15,0,35,1-OFF,YES,134,3.3858782695444045,0.3,-8.27,-1.21,-0.14,3.59
45,5,15,0,35,DCA,NO,134,6.221778210681089,0.29,-7.84,1.51,2.01,5.27
45,5,15,0,35,DCA,YES,134,5.482295732954806,0.35,-7.66,2.16,1.72,4.64
45,5,10,40,0,1-OFF,NO,192,5.34297822811277,1.65,-7.54,4.24,8.0,12.09
45,5,10,40,0,1-OFF,YES,192,5.472070749780386,1.65,-7.56,4.57,8.29,12.77
45,5,10,40,0,DCA,NO,192,6.2333774328878775,1.65,-7.68,5.5,6.34,9.03
45,5,10,40,0,DCA,YES,192,5.510814419233046,1.47,-7.7,6.0,6.01,7.79
45,5,10,35,5,1-OFF,NO,183,5.022939176113093,1.47,-7.68,3.43,6.85,10.89
45,5,10,35,5,1-OFF,YES,183,5.162938834290486,1.47,-7.67,3.82,7.21,11.61
45,5,10,35,5,DCA,NO,183,6.2320137774378495,1.47,-7.71,5.0,5.8,8.57
45,5,10,35,5,DCA,YES,183,5.507497220825199,1.31,-7.7,5.53,5.48,7.41
45,5,10,30,10,1-OFF,NO,175,4.71208926498489,1.28,-7.82,2.61,5.7,9.7
45,5,10,30,10,1-OFF,YES,175,4.862696056507974,1.28,-7.77,3.08,6.14,10.45
45,5,10,30,10,DCA,NO,175,6.230669506852507,1.28,-7.74,4.5,5.27,8.12
45,5,10,30,10,DCA,YES,175,5.5042708406921825,1.16,-7.7,5.05,4.95,7.04
45,5,10,25,15,1-OFF,NO,166,4.414023562893504,1.09,-7.96,1.8,4.55,8.5
45,5,10,25,15,1-OFF,YES,166,4.5737620738577,1.09,-7.88,2.33,5.07,9.29
45,5,10,25,15,DCA,NO,166,6.22934527083803,1.09,-7.77,4.0,4.73,7.66
45,5,10,25,15,DCA,YES,166,5.501136266651196,1.0,-7.7,4.57,4.42,6.66
45,5,10,20,20,1-OFF,NO,157,4.133358831048843,0.91,-8.1,0.99,3.39,7.31
45,5,10,20,20,1-OFF,YES,157,4.299146333904109,0.91,-7.99,1.58,4.0,8.14
45,5,10,20,20,DCA,NO,157,6.228041736734526,0.91,-7.79,3.5,4.2,7.21
45,5,10,20,20,DCA,YES,157,5.498094498243552,0.84,-7.7,4.09,3.89,6.29
45,5,10,15,25,1-OFF,NO,148,3.8759452416120213,0.72,-8.25,0.17,2.24,6.11
45,5,10,15,25,1-OFF,YES,148,4.0425617491528385,0.72,-8.1,0.84,2.94,6.99
45,5,10,15,25,DCA,NO,148,6.226759590015728,0.72,-7.82,3.0,3.66,6.76
45,5,10,15,25,DCA,YES,148,5.495146546852258,0.69,-7.71,3.61,3.37,5.91
45,5,10,10,30,1-OFF,NO,139,3.6490102753510834,0.53,-8.39,-0.64,1.09,4.92
45,5,10,10,30,1-OFF,YES,139,3.808517734564518,0.53,-8.21,0.1,1.88,5.85
45,5,10,10,30,DCA,NO,139,6.2254995348042845,0.53,-7.85,2.49,3.13,6.3
45,5,10,10,30,DCA,YES,139,5.492293435821391,0.53,-7.71,3.12,2.84,5.54
45,5,10,5,35,1-OFF,NO,130,3.4611014597568914,0.35,-8.53,-1.45,-0.06,3.72
45,5,10,5,35,1-OFF,YES,130,3.602345527509332,0.35,-8.32,-0.65,0.83,4.72
45,5,10,5,35,DCA,NO,130,6.224262294402587,0.35,-7.88,1.99,2.6,5.85
45,5,10,5,35,DCA,YES,130,5.489536200576781,0.38,-7.71,2.64,2.32,5.16
45,5,10,0,40,1-OFF,NO,121,3.3216326237477944,0.16,-8.67,-2.27,-1.22,2.53
45,5,10,0,40,1-OFF,YES,121,3.4300810383870934,0.16,-8.43,-1.39,-0.22,3.59
45,5,10,0,40,DCA,NO,121,6.223048611840174,0.16,-7.91,1.49,2.06,5.39
45,5,10,0,40,DCA,YES,121,5.486875888748761,0.22,-7.72,2.16,1.79,4.79
45,5,5,45,0,1-OFF,NO,189,5.719228346554944,1.71,-7.58,4.85,9.05,13.27
45,5,5,45,0,1-OFF,YES,189,5.833744379207804,1.71,-7.61,5.14,9.29,13.95
45,5,5,45,0,DCA,NO,189,6.236006972589042,1.71,-7.72,5.99,6.92,9.61
45,5,5,45,0,DCA,YES,189,5.518695809510882,1.49,-7.76,6.49,6.62,8.32
45,5,5,40,5,1-OFF,NO,180,5.393599557405686,1.52,-7.73,4.04,7.9,12.08
45,5,5,40,5,1-OFF,YES,180,5.5179314669616915,1.52,-7.72,4.39,8.21,12.78
45,5,5,40,5,DCA,NO,180,6.234627434156006,1.52,-7.75,5.49,6.39,9.15
45,5,5,40,5,DCA,YES,180,5.515300353654771,1.34,-7.75,6.01,6.09,7.94
45,5,5,35,10,1-OFF,NO,171,5.074426744303784,1.34,-7.87,3.23,6.75,10.88
45,5,5,35,10,1-OFF,YES,171,5.20907713211963,1.33,-7.83,3.64,7.13,11.62
45,5,5,35,10,DCA,NO,171,6.233266630421784,1.34,-7.78,4.99,5.85,8.7
45,5,5,35,10,DCA,YES,171,5.511994791892356,1.18,-7.75,5.53,5.56,7.57
45,5,5,30,15,1-OFF,NO,162,4.764473072117252,1.15,-8.01,2.41,5.6,9.69
45,5,5,30,15,1-OFF,YES,162,4.909105647294698,1.15,-7.93,2.9,6.05,10.45
45,5,5,30,15,DCA,NO,162,6.231925192938613,1.15,-7.81,4.49,5.32,8.24
45,5,5,30,15,DCA,YES,162,5.508780101150785,1.02,-7.76,5.05,5.03,7.19
45,5,5,25,20,1-OFF,NO,153,4.4672954851529125,0.96,-8.15,1.6,4.44,8.49
45,5,5,25,20,1-OFF,YES,153,4.620412034184325,0.96,-8.04,2.15,4.98,9.3
45,5,5,25,20,DCA,NO,153,6.230603770374143,0.96,-7.84,3.99,4.79,7.79
45,5,5,25,20,DCA,YES,153,5.505657269993266,0.87,-7.76,4.57,4.5,6.82
45,5,5,20,25,1-OFF,NO,144,4.187445849668755,0.78,-8.3,0.79,3.29,7.3
45,5,5,20,25,1-OFF,YES,144,4.345968121815451,0.77,-8.15,1.41,3.91,8.14
45,5,5,20,25,DCA,NO,144,6.2293030289955125,0.78,-7.87,3.48,4.25,7.34
45,5,5,20,25,DCA,YES,144,5.5026272987359075,0.71,-7.76,4.09,3.97,6.44
45,5,5,15,30,1-OFF,NO,135,3.930671675898457,0.59,-8.44,-0.03,2.14,6.1
45,5,5,15,30,1-OFF,YES,135,4.08943178095376,0.59,-8.26,0.66,2.85,7.0
45,5,5,15,30,DCA,NO,135,6.228023653167947,0.59,-7.9,2.98,3.72,6.88
45,5,5,15,30,DCA,YES,135,5.49969119956605,0.55,-7.76,3.61,3.44,6.06
45,5,5,10,35,1-OFF,NO,126,3.7040503096024024,0.4,-8.58,-0.84,0.99,4.91
45,5,5,10,35,1-OFF,YES,126,3.8552358338851915,0.4,-8.37,-0.08,1.79,5.86
45,5,5,10,35,DCA,NO,126,6.22676634586882,0.4,-7.93,2.48,3.18,6.43
45,5,5,10,35,DCA,YES,126,5.49684999666214,0.4,-7.76,3.13,2.92,5.69
45,5,5,5,40,1-OFF,NO,118,3.515931299895543,0.21,-8.72,-1.65,-0.17,3.71
45,5,5,5,40,1-OFF,YES,118,3.648611868996664,0.22,-8.48,-0.83,0.74,4.72
45,5,5,5,40,DCA,NO,118,6.225531829217363,0.21,-7.96,1.98,2.65,5.97
45,5,5,5,40,DCA,YES,118,5.494104726315326,0.24,-7.77,2.65,2.39,5.31
45,5,5,0,45,1-OFF,NO,109,3.375505126076086,0.03,-8.87,-2.47,-1.32,2.52
45,5,5,0,45,1-OFF,YES,109,3.475478319899482,0.03,-8.59,-1.57,-0.31,3.59
45,5,5,0,45,DCA,NO,109,6.2243208450207534,0.03,-7.99,1.48,2.12,5.52
45,5,5,0,45,DCA,YES,109,5.491456437052754,0.08,-7.77,2.17,1.87,4.94
45,5,0,50,0,1-OFF,NO,185,6.099087013103349,1.76,-7.63,5.47,10.1,14.46
45,5,0,50,0,1-OFF,YES,185,6.20075969744798,1.76,-7.67,5.71,10.29,15.14
45,5,0,50,0,DCA,NO,185,6.238650516463224,1.76,-7.76,6.48,7.51,10.19
45,5,0,50,0,DCA,YES,185,5.526643135249953,1.51,-7.81,6.98,7.23,8.85
45,5,0,45,5,1-OFF,NO,176,5.769946940221438,1.58,-7.78,4.65,8.95,13.26
45,5,0,45,5,1-OFF,YES,176,5.879824363077199,1.57,-7.77,4.96,9.2,13.96
45,5,0,45,5,DCA,NO,176,6.237255761624613,1.58,-7.79,5.98,6.98,9.73
45,5,0,45,5,DCA,YES,176,5.523170307865547,1.36,-7.81,6.5,6.7,8.48
45,5,0,40,10,1-OFF,NO,167,5.445182261126312,1.39,-7.92,3.84,7.8,12.07
45,5,0,40,10,1-OFF,YES,167,5.564323696431363,1.39,-7.88,4.21,8.12,12.79
45,5,0,40,10,DCA,NO,167,6.235879110220101,1.39,-7.82,5.48,6.44,9.28
45,5,0,40,10,DCA,YES,167,5.519786460895368,1.2,-7.81,6.02,6.17,8.1
45,5,0,35,15,1-OFF,NO,158,5.1269278255026185,1.2,-8.06,3.03,6.65,10.87
45,5,0,35,15,1-OFF,YES,158,5.255795612172959,1.2,-7.98,3.46,7.04,11.62
45,5,0,35,15,DCA,NO,158,6.234521176188953,1.2,-7.85,4.97,5.91,8.83
45,5,0,35,15,DCA,YES,158,5.516492560439341,1.04,-7.81,5.54,5.64,7.72
45,5,0,30,20,1-OFF,NO,149,4.817926708361373,1.02,-8.2,2.21,5.49,9.68
45,5,0,30,20,1-OFF,YES,149,4.956149703464774,1.01,-8.09,2.72,5.96,10.46
45,5,0,30,20,DCA,NO,149,6.233182590084107,1.02,-7.88,4.47,5.37,8.37
45,5,0,30,20,DCA,YES,149,5.5132895841456255,0.89,-7.81,5.06,5.11,7.35
45,5,0,25,25,1-OFF,NO,140,4.5216982490878985,0.83,-8.35,1.4,4.34,8.48
45,5,0,25,25,1-OFF,YES,140,4.667757291105162,0.83,-8.2,1.97,4.89,9.3
45,5,0,25,25,DCA,NO,140,6.231863999540758,0.83,-7.91,3.97,4.84,7.92
45,5,0,25,25,DCA,YES,140,5.510178521326594,0.73,-7.81,4.58,4.58,6.97
45,5,0,20,30,1-OFF,NO,132,4.242730280800457,0.64,-8.49,0.59,3.19,7.29
45,5,0,20,30,1-OFF,YES,132,4.393553734342365,0.64,-8.31,1.22,3.82,8.15
45,5,0,20,30,DCA,NO,132,6.230566069759213,0.64,-7.94,3.47,4.31,7.46
45,5,0,20,30,DCA,YES,132,5.507160373076253,0.57,-7.81,4.1,4.05,6.59
45,5,0,15,35,1-OFF,NO,123,3.9866691003602495,0.46,-8.63,-0.23,2.04,6.09
45,5,0,15,35,1-OFF,YES,123,4.137143247282853,0.46,-8.42,0.48,2.76,7.0
45,5,0,15,35,DCA,NO,123,6.229289484002495,0.46,-7.97,2.97,3.77,7.01
45,5,0,15,35,DCA,YES,123,5.504236152389289,0.42,-7.82,3.62,3.52,6.22
45,5,0,10,40,1-OFF,NO,114,3.760444133882565,0.27,-8.77,-1.04,0.89,4.9
45,5,0,10,40,1-OFF,YES,114,3.9028836255729735,0.27,-8.53,-0.26,1.7,5.86
45,5,0,10,40,DCA,NO,114,6.228034944109192,0.27,-8.0,2.47,3.24,6.55
45,5,0,10,40,DCA,YES,114,5.50140688428169,0.26,-7.82,3.13,2.99,5.84
45,5,0,5,45,1-OFF,NO,105,3.57220963412375,0.08,-8.92,-1.86,-0.27,3.7
45,5,0,5,45,1-OFF,YES,105,3.695908298479431,0.08,-8.64,-1.01,0.65,4.72
45,5,0,5,45,DCA,NO,105,6.226803171022,0.08,-8.03,1.97,2.7,6.1
45,5,0,5,45,DCA,YES,105,5.498673605912947,0.11,-7.82,2.65,2.47,5.46
45,5,0,0,50,1-OFF,NO,96,3.4309343653928024,-0.1,-9.06,-2.67,-1.42,2.51
45,5,0,0,50,1-OFF,YES,96,3.5220189843348475,-0.1,-8.75,-1.75,-0.4,3.59
45,5,0,0,50,DCA,NO,96,6.225594905332497,-0.1,-8.06,1.47,2.17,5.65
45,5,0,0,50,DCA,YES,96,5.496037366710088,-0.05,-7.83,2.17,1.95,5.09
45,0,55,0,0,1-OFF,NO,231,2.8817816098158273,1.29,-6.93,-0.86,-0.54,2.43
45,0,55,0,0,1-OFF,YES,231,3.0373785532338946,1.3,-6.95,-0.15,0.32,3.36
45,0,55,0,0,DCA,NO,231,6.211831411905502,1.29,-7.16,1.31,1.49,4.22
45,0,55,0,0,DCA,YES,231,5.446979558108942,1.38,-7.11,1.87,1.04,3.41
45,0,50,5,0,1-OFF,NO,227,3.0372978499769068,1.34,-6.98,-0.24,0.51,3.62
45,0,50,5,0,1-OFF,YES,227,3.224843062277956,1.35,-7.01,0.42,1.29,4.49
45,0,50,5,0,DCA,NO,227,6.2143218038706864,1.34,-7.2,1.8,2.07,4.8
45,0,50,5,0,DCA,YES,227,5.454292354850275,1.4,-7.16,2.35,1.63,3.93
45,0,50,0,5,1-OFF,NO,219,2.9194785850150113,1.16,-7.12,-1.06,-0.64,2.42
45,0,50,0,5,1-OFF,YES,219,3.0703921767325526,1.17,-7.11,-0.32,0.24,3.37
45,0,50,0,5,DCA,NO,219,6.213088481228707,1.16,-7.23,1.3,1.54,4.35
45,0,50,0,5,DCA,YES,219,5.451558224077633,1.25,-7.16,1.88,1.11,3.56
45,0,45,10,0,1-OFF,NO,224,3.2553312449619414,1.4,-7.03,0.37,1.56,4.8
45,0,45,10,0,1-OFF,YES,224,3.4565800297252416,1.41,-7.06,0.98,2.26,5.63
45,0,45,10,0,DCA,NO,224,6.216832789186528,1.4,-7.24,2.29,2.66,5.38
45,0,45,10,0,DCA,YES,224,5.461678762195276,1.42,-7.22,2.84,2.23,4.45
45,0,45,5,5,1-OFF,NO,215,3.079255131143213,1.21,-7.17,-0.45,0.41,3.6
45,0,45,5,5,1-OFF,YES,215,3.2615597102734943,1.22,-7.16,0.24,1.2,4.5
45,0,45,5,5,DCA,NO,215,6.215578203269516,1.21,-7.27,1.79,2.13,4.93
45,0,45,5,5,DCA,YES,215,5.458859701555475,1.27,-7.22,2.36,1.71,4.08
45,0,45,0,10,1-OFF,NO,206,2.959292927946973,1.03,-7.31,-1.26,-0.74,2.41
45,0,45,0,10,1-OFF,YES,206,3.1050760518415665,1.03,-7.27,-0.5,0.16,3.38
45,0,45,0,10,DCA,NO,206,6.214347423546852,1.03,-7.3,1.29,1.59,4.48
45,0,45,0,10,DCA,YES,206,5.4561373817963945,1.11,-7.22,1.88,1.19,3.71
45,0,40,15,0,1-OFF,NO,220,3.5218341429761333,1.45,-7.08,0.98,2.61,5.98
45,0,40,15,0,1-OFF,YES,220,3.723529892770603,1.46,-7.11,1.55,3.23,6.77
45,0,40,15,0,DCA,NO,220,6.219363465064975,1.45,-7.29,2.78,3.25,5.96
45,0,40,15,0,DCA,YES,220,5.469137803432147,1.45,-7.27,3.32,2.83,4.97
45,0,40,10,5,1-OFF,NO,211,3.300311446519294,1.27,-7.22,0.17,1.46,4.79
45,0,40,10,5,1-OFF,YES,211,3.496080755577999,1.27,-7.22,0.8,2.17,5.63
45,0,40,10,5,DCA,NO,211,6.218088444547805,1.27,-7.32,2.28,2.72,5.51
45,0,40,10,5,DCA,YES,211,5.466234776050748,1.29,-7.27,2.84,2.31,4.6
45,0,40,5,10,1-OFF,NO,202,3.1231128628454843,1.08,-7.36,-0.65,0.31,3.59
45,0,40,5,10,1-OFF,YES,202,3.2997226380512066,1.09,-7.32,0.06,1.12,4.51
45,0,40,5,10,DCA,NO,202,6.216836449981969,1.08,-7.35,1.78,2.18,5.06
45,0,40,5,10,DCA,YES,202,5.463427499737198,1.13,-7.27,2.37,1.79,4.23
45,0,40,0,15,1-OFF,NO,193,3.0011615285977977,0.89,-7.5,-1.46,-0.84,2.4
45,0,40,0,15,1-OFF,YES,193,3.1413683683033224,0.9,-7.43,-0.68,0.07,3.38
45,0,40,0,15,DCA,NO,193,6.215608233892093,0.89,-7.38,1.27,1.65,4.6
45,0,40,0,15,DCA,YES,193,5.460717019307678,0.98,-7.27,1.89,1.27,3.86
45,0,35,20,0,1-OFF,NO,216,3.8245103030809293,1.51,-7.13,1.59,3.66,7.17
45,0,35,20,0,1-OFF,YES,216,4.0179463937414965,1.51,-7.16,2.11,4.21,7.92
45,0,35,20,0,DCA,NO,216,6.22191295607315,1.51,-7.33,3.27,3.84,6.54
45,0,35,20,0,DCA,YES,216,5.47666851338072,1.47,-7.32,3.8,3.43,5.5
45,0,35,15,5,1-OFF,NO,207,3.568848799289639,1.32,-7.27,0.78,2.51,5.97
45,0,35,15,5,1-OFF,YES,207,3.7650673583948038,1.33,-7.27,1.37,3.15,6.78
45,0,35,15,5,DCA,NO,207,6.220618304764938,1.32,-7.36,2.77,3.3,6.09
45,0,35,15,5,DCA,YES,207,5.473682471617394,1.31,-7.32,3.33,2.91,5.12
45,0,35,10,10,1-OFF,NO,198,3.346989228899327,1.14,-7.41,-0.03,1.36,4.78
45,0,35,10,10,1-OFF,YES,198,3.5368274812712777,1.14,-7.38,0.63,2.09,5.64
45,0,35,10,10,DCA,NO,198,6.219345922023149,1.14,-7.39,2.26,2.77,5.64
45,0,35,10,10,DCA,YES,198,5.4707912018278915,1.15,-7.33,2.85,2.39,4.75
45,0,35,5,15,1-OFF,NO,189,3.1688120029175044,0.95,-7.55,-0.85,0.21,3.58
45,0,35,5,15,1-OFF,YES,189,3.3392760672651414,0.96,-7.49,-0.11,1.04,4.51
45,0,35,5,15,DCA,NO,189,6.218096539117172,0.95,-7.42,1.76,2.24,5.18
45,0,35,5,15,DCA,YES,189,5.467995737640696,1.0,-7.33,2.37,1.87,4.38
45,0,35,0,20,1-OFF,NO,181,3.0450206788030947,0.76,-7.7,-1.66,-0.95,2.39
45,0,35,0,20,1-OFF,YES,181,3.1792077580349423,0.77,-7.59,-0.85,-0.01,3.39
45,0,35,0,20,DCA,NO,181,6.216870907305154,0.76,-7.45,1.26,1.7,4.73
45,0,35,0,20,DCA,YES,181,5.465297124756861,0.84,-7.33,1.89,1.35,4.01
45,0,30,25,0,1-OFF,NO,212,4.1535285945948175,1.56,-7.18,2.21,4.71,8.35
45,0,30,25,0,1-OFF,YES,212,4.333563932263248,1.57,-7.21,2.68,5.19,9.07
45,0,30,25,0,DCA,NO,212,6.224480413296039,1.56,-7.37,3.75,4.43,7.12
45,0,30,25,0,DCA,YES,212,5.484269938394254,1.49,-7.38,4.29,4.04,6.02
45,0,30,20,5,1-OFF,NO,203,3.8728473811984814,1.38,-7.32,1.39,3.56,7.16
45,0,30,20,5,1-OFF,YES,203,4.060949198865271,1.38,-7.32,1.93,4.12,7.92
45,0,30,20,5,DCA,NO,203,6.223166910901704,1.38,-7.4,3.25,3.89,6.67
45,0,30,20,5,DCA,YES,203,5.481201823855891,1.33,-7.38,3.81,3.51,5.65
45,0,30,15,10,1-OFF,NO,195,3.6173850846574305,1.19,-7.46,0.58,2.41,5.96
45,0,30,15,10,1-OFF,YES,195,3.807679237030682,1.2,-7.43,1.19,3.06,6.78
45,0,30,15,10,DCA,NO,195,6.221874941850193,1.19,-7.43,2.75,3.36,6.22
45,0,30,15,10,DCA,YES,195,5.478227512881916,1.18,-7.38,3.33,2.99,5.28
45,0,30,10,15,1-OFF,NO,186,3.3953129626175595,1.0,-7.6,-0.23,1.26,4.77
45,0,30,10,15,1-OFF,YES,186,3.578771790096786,1.01,-7.54,0.45,2.01,5.65
45,0,30,10,15,DCA,NO,186,6.22060521679718,1.0,-7.46,2.25,2.82,5.76
45,0,30,10,15,DCA,YES,186,5.475348027972729,1.02,-7.38,2.86,2.46,4.91
45,0,30,5,20,1-OFF,NO,177,3.2162937962704334,0.82,-7.74,-1.05,0.11,3.57
45,0,30,5,20,1-OFF,YES,177,3.3801651829662367,0.82,-7.65,-0.29,0.95,4.52
45,0,30,5,20,DCA,NO,177,6.219358465792699,0.82,-7.49,1.75,2.29,5.31
45,0,30,5,20,DCA,YES,177,5.4725644036129975,0.86,-7.38,2.38,1.94,4.53
45,0,30,0,25,1-OFF,NO,168,3.0908065311734854,0.63,-7.89,-1.86,-1.05,2.38
45,0,30,0,25,1-OFF,YES,168,3.218533571786127,0.64,-7.76,-1.03,-0.1,3.39
45,0,30,0,25,DCA,NO,168,6.218135438835351,0.63,-7.52,1.25,1.75,4.85
45,0,30,0,25,DCA,YES,168,5.46987768639159,0.71,-7.38,1.9,1.42,4.16
45,0,25,30,0,1-OFF,NO,209,4.501400909379915,1.62,-7.22,2.82,5.76,9.54
45,0,25,30,0,1-OFF,YES,209,4.665467038128725,1.62,-7.27,3.24,6.17,10.23
45,0,25,30,0,DCA,NO,209,6.2270650135262615,1.62,-7.42,4.24,5.01,7.7
45,0,25,30,0,DCA,YES,209,5.491941136358402,1.51,-7.43,4.77,4.64,6.55
45,0,25,25,5,1-OFF,NO,200,4.202706260054754,1.43,-7.37,2.01,4.61,8.34
45,0,25,25,5,1-OFF,YES,200,4.377610647525368,1.44,-7.37,2.5,5.1,9.08
45,0,25,25,5,DCA,NO,200,6.22573341638338,1.43,-7.45,3.74,4.48,7.25
45,0,25,25,5,DCA,YES,200,5.488791879914326,1.35,-7.43,4.3,4.11,6.17
45,0,25,20,10,1-OFF,NO,191,3.922558114506516,1.25,-7.51,1.19,3.46,7.15
45,0,25,20,10,1-OFF,YES,191,4.104882285115321,1.25,-7.48,1.76,4.04,7.93
45,0,25,20,10,DCA,NO,191,6.224422638846852,1.25,-7.48,3.24,3.95,6.8
45,0,25,20,10,DCA,YES,191,5.485735469274205,1.2,-7.43,3.82,3.59,5.8
45,0,25,15,15,1-OFF,NO,182,3.66739946216963,1.06,-7.65,0.38,2.31,5.95
45,0,25,15,15,1-OFF,YES,182,3.8513243535076227,1.06,-7.59,1.01,2.98,6.79
45,0,25,15,15,DCA,NO,182,6.223133371579421,1.06,-7.51,2.74,3.41,6.34
45,0,25,15,15,DCA,YES,182,5.482772915870534,1.04,-7.43,3.34,3.07,5.43
45,0,25,10,20,1-OFF,NO,173,3.4452316553439646,0.87,-7.79,-0.43,1.16,4.76
45,0,25,10,20,1-OFF,YES,173,3.6218663935534856,0.88,-7.7,0.27,1.92,5.65
45,0,25,10,20,DCA,NO,173,6.2218663240628675,0.87,-7.54,2.24,2.88,5.89
45,0,25,10,20,DCA,YES,173,5.4799052430319595,0.88,-7.44,2.86,2.54,5.06
45,0,25,5,25,1-OFF,NO,164,3.2655000823554063,0.69,-7.94,-1.25,0.0,3.56
