ST,CB,PB,GO,CA,Methodology,Rebal.,Cost,Volatility,Return_1M,Return_3M,Return_6M,Return_9M,Return_12M
20,20,55,5,0,1-OFF,NO,205,1.5785570505179234,1.79,-1.84,3.23,2.48,3.13
20,20,55,5,0,1-OFF,YES,205,1.7234443937753223,1.79,-1.82,3.65,2.98,3.67
20,20,55,5,0,DCA,NO,205,6.187964049070348,1.79,-3.11,2.36,1.24,1.69
20,20,55,5,0,DCA,YES,205,5.336917414287882,1.8,-3.07,2.41,0.87,1.15
20,20,55,0,5,1-OFF,NO,196,1.3884689070893401,1.6,-1.98,2.42,1.33,1.93
20,20,55,0,5,1-OFF,YES,196,1.5047581437264737,1.61,-1.94,2.87,1.89,2.54
20,20,55,0,5,DCA,NO,196,6.18659845693505,1.6,-3.14,1.85,0.7,1.24
20,20,55,0,5,DCA,YES,196,5.333905608130339,1.64,-3.08,1.92,0.35,0.79
20,20,50,10,0,1-OFF,NO,201,1.869070850277109,1.84,-1.89,3.84,3.53,4.31
20,20,50,10,0,1-OFF,YES,201,2.016546680199037,1.85,-1.87,4.24,3.98,4.81
20,20,50,10,0,DCA,NO,201,6.190571023490194,1.84,-3.15,2.84,1.82,2.27
20,20,50,10,0,DCA,YES,201,5.344634019159481,1.82,-3.12,2.9,1.47,1.66
20,20,50,5,5,1-OFF,NO,192,1.5892206876852573,1.65,-2.03,3.03,2.38,3.12
20,20,50,5,5,1-OFF,YES,192,1.7354142815945246,1.66,-1.99,3.46,2.89,3.67
20,20,50,5,5,DCA,NO,192,6.189184719859542,1.65,-3.18,2.34,1.29,1.82
20,20,50,5,5,DCA,YES,192,5.3415342353541275,1.66,-3.14,2.41,0.95,1.29
20,20,50,0,10,1-OFF,NO,184,1.3917996366786785,1.47,-2.17,2.22,1.23,1.92
20,20,50,0,10,1-OFF,YES,184,1.510652063051775,1.47,-2.12,2.68,1.8,2.54
20,20,50,0,10,DCA,NO,184,6.187821328164219,1.47,-3.21,1.84,0.75,1.37
20,20,50,0,10,DCA,YES,184,5.338534412613268,1.5,-3.15,1.92,0.43,0.93
20,20,45,15,0,1-OFF,NO,198,2.2181818348025426,1.9,-1.94,4.46,4.58,5.5
20,20,45,15,0,1-OFF,YES,198,2.3540945829591085,1.9,-1.92,4.84,4.99,5.96
20,20,45,15,0,DCA,NO,198,6.193197553901497,1.9,-3.2,3.33,2.41,2.85
20,20,45,15,0,DCA,YES,198,5.352426200165138,1.84,-3.18,3.39,2.07,2.17
20,20,45,10,5,1-OFF,NO,189,1.8882640901700412,1.71,-2.08,3.64,3.43,4.3
20,20,45,10,5,1-OFF,YES,189,2.035730223960033,1.71,-2.04,4.05,3.89,4.81
20,20,45,10,5,DCA,NO,189,6.191791375825702,1.71,-3.23,2.83,1.88,2.4
20,20,45,10,5,DCA,YES,189,5.349239457550684,1.68,-3.19,2.9,1.55,1.8
20,20,45,5,10,1-OFF,NO,180,1.6040534678266463,1.52,-2.22,2.83,2.28,3.11
20,20,45,5,10,1-OFF,YES,180,1.7508509191604615,1.53,-2.17,3.27,2.79,3.67
20,20,45,5,10,DCA,NO,180,6.190407327291509,1.52,-3.26,2.33,1.34,1.95
20,20,45,5,10,DCA,YES,180,5.346151630355247,1.53,-3.2,2.41,1.02,1.44
20,20,45,0,15,1-OFF,NO,171,1.4000101345709302,1.34,-2.36,2.02,1.13,1.91
20,20,45,0,15,1-OFF,YES,171,1.5207021165884458,1.34,-2.3,2.48,1.71,2.54
20,20,45,0,15,DCA,NO,171,6.189046157965484,1.34,-3.28,1.83,0.81,1.49
20,20,45,0,15,DCA,YES,171,5.343163822082662,1.37,-3.21,1.92,0.5,1.07
20,20,40,20,0,1-OFF,NO,194,2.5993488925834,1.95,-1.99,5.07,5.63,6.68
20,20,40,20,0,1-OFF,YES,194,2.7184839617778276,1.96,-1.97,5.43,6.0,7.11
20,20,40,20,0,DCA,NO,194,6.195842749620802,1.95,-3.24,3.82,3.0,3.44
20,20,40,20,0,DCA,YES,194,5.360292933439416,1.86,-3.23,3.88,2.68,2.68
20,20,40,15,5,1-OFF,NO,185,2.2429904376474092,1.76,-2.13,4.26,4.48,5.48
20,20,40,15,5,1-OFF,YES,185,2.378192040390088,1.77,-2.09,4.64,4.89,5.96
20,20,40,15,5,DCA,NO,185,6.19441750873929,1.76,-3.27,3.32,2.46,2.98
20,20,40,15,5,DCA,YES,185,5.357020239510226,1.71,-3.24,3.39,2.15,2.31
20,20,40,10,10,1-OFF,NO,176,1.9108316028161791,1.58,-2.27,3.44,3.33,4.29
20,20,40,10,10,1-OFF,YES,176,2.0576778305918557,1.58,-2.22,3.86,3.8,4.81
20,20,40,10,10,DCA,NO,176,6.193013638265906,1.58,-3.3,2.82,1.93,2.53
20,20,40,10,10,DCA,YES,176,5.353845426663215,1.55,-3.25,2.9,1.62,1.95
20,20,40,5,15,1-OFF,NO,167,1.6229752884888375,1.39,-2.41,2.63,2.18,3.09
20,20,40,5,15,1-OFF,YES,167,1.7696529669274617,1.4,-2.35,3.08,2.7,3.67
20,20,40,5,15,DCA,NO,167,6.19163186632924,1.39,-3.33,2.32,1.4,2.07
20,20,40,5,15,DCA,YES,167,5.350769586575507,1.39,-3.26,2.41,1.1,1.58
20,20,40,0,20,1-OFF,NO,158,1.4130552521807827,1.2,-2.56,1.81,1.02,1.9
20,20,40,0,20,1-OFF,YES,158,1.5348148901910432,1.21,-2.48,2.29,1.61,2.53
20,20,40,0,20,DCA,NO,158,6.190272941231031,1.2,-3.36,1.81,0.86,1.62
20,20,40,0,20,DCA,YES,158,5.347793823705889,1.24,-3.28,1.92,0.57,1.22
20,20,35,25,0,1-OFF,NO,190,2.9978198608391367,2.01,-2.04,5.68,6.68,7.86
20,20,35,25,0,1-OFF,YES,190,3.0993092466660914,2.01,-2.02,6.02,7.01,8.27
20,20,35,25,0,DCA,NO,190,6.198505747169301,2.01,-3.28,4.31,3.59,4.02
20,20,35,25,0,DCA,YES,190,5.368233207285736,1.88,-3.28,4.37,3.28,3.19
20,20,35,20,5,1-OFF,NO,181,2.6279338078061505,1.82,-2.18,4.87,5.53,6.67
20,20,35,20,5,1-OFF,YES,181,2.745986752953386,1.82,-2.14,5.24,5.9,7.11
20,20,35,20,5,DCA,NO,181,6.197062230494829,1.82,-3.31,3.81,3.05,3.56
20,20,35,20,5,DCA,YES,181,5.364875558201792,1.73,-3.29,3.88,2.75,2.82
20,20,35,15,10,1-OFF,NO,172,2.270536979200887,1.63,-2.32,4.05,4.38,5.47
20,20,35,15,10,1-OFF,YES,172,2.4045022828344593,1.64,-2.27,4.45,4.8,5.96
20,20,35,15,10,DCA,NO,172,6.195639347639799,1.63,-3.34,3.3,2.52,3.11
20,20,35,15,10,DCA,YES,172,5.361614767138424,1.57,-3.3,3.39,2.22,2.46
20,20,35,10,15,1-OFF,NO,163,1.9366838822415509,1.45,-2.46,3.24,3.23,4.28
20,20,35,10,15,1-OFF,YES,163,2.082292924084151,1.45,-2.4,3.67,3.7,4.81
20,20,35,10,15,DCA,NO,163,6.194237805851709,1.45,-3.37,2.8,1.98,2.65
20,20,35,10,15,DCA,YES,163,5.358451914007193,1.41,-3.32,2.9,1.7,2.09
20,20,35,5,20,1-OFF,NO,155,1.6458791291846662,1.26,-2.61,2.43,2.08,3.08
20,20,35,5,20,1-OFF,YES,155,1.7917042058818253,1.26,-2.52,2.88,2.61,3.67
20,20,35,5,20,DCA,NO,155,6.192858331944222,1.26,-3.4,2.3,1.45,2.2
20,20,35,5,20,DCA,YES,155,5.35538809140917,1.26,-3.33,2.41,1.17,1.73
20,20,35,0,25,1-OFF,NO,146,1.4308425012073789,1.07,-2.75,1.61,0.92,1.89
20,20,35,0,25,1-OFF,YES,146,1.55286824048337,1.08,-2.65,2.1,1.52,2.53
20,20,35,0,25,DCA,NO,146,6.191501672861593,1.07,-3.43,1.8,0.92,1.75
20,20,35,0,25,DCA,YES,146,5.3524244047610186,1.1,-3.34,1.92,0.65,1.36
20,20,30,30,0,1-OFF,NO,186,3.4053588207274728,2.06,-2.09,6.29,7.73,9.05
20,20,30,30,0,1-OFF,YES,186,3.4903594161852425,2.06,-2.07,6.62,8.03,9.44
20,20,30,30,0,DCA,NO,186,6.201185709436919,2.06,-3.33,4.8,4.17,4.6
20,20,30,30,0,DCA,YES,186,5.376246022179814,1.91,-3.34,4.86,3.89,3.71
20,20,30,25,5,1-OFF,NO,177,3.02906601931861,1.88,-2.23,5.48,6.58,7.85
20,20,30,25,5,1-OFF,YES,177,3.129249199505588,1.88,-2.19,5.83,6.91,8.27
20,20,30,25,5,DCA,NO,177,6.19972468011393,1.88,-3.36,4.29,3.64,4.14
20,20,30,25,5,DCA,YES,177,5.3728044027791455,1.75,-3.35,4.37,3.36,3.34
20,20,30,20,10,1-OFF,NO,168,2.6587873581036305,1.69,-2.37,4.67,5.43,6.66
20,20,30,20,10,1-OFF,YES,168,2.7752888665728745,1.69,-2.32,5.04,5.81,7.11
20,20,30,20,10,DCA,NO,168,6.198283569874521,1.69,-3.38,3.79,3.11,3.69
20,20,30,20,10,DCA,YES,168,5.369458629577696,1.59,-3.36,3.88,2.83,2.97
20,20,30,15,15,1-OFF,NO,160,2.3007468888940785,1.5,-2.51,3.85,4.28,5.46
20,20,30,15,15,1-OFF,YES,160,2.4329455457369784,1.5,-2.45,4.26,4.7,5.96
20,20,30,15,15,DCA,NO,160,6.196863065720442,1.5,-3.41,3.29,2.57,3.23
20,20,30,15,15,DCA,YES,160,5.366209770783383,1.44,-3.37,3.39,2.3,2.6
20,20,30,10,20,1-OFF,NO,151,1.9657195892554113,1.31,-2.66,3.04,3.13,4.27
20,20,30,10,20,1-OFF,YES,151,2.1094732494427375,1.32,-2.57,3.47,3.61,4.81
20,20,30,10,20,DCA,NO,151,6.195463873632461,1.31,-3.44,2.79,2.04,2.78
20,20,30,10,20,DCA,YES,151,5.3630589072015,1.28,-3.38,2.9,1.77,2.24
20,20,30,5,25,1-OFF,NO,142,1.6726351498944136,1.13,-2.8,2.23,1.97,3.07
20,20,30,5,25,1-OFF,YES,142,1.8168764196261666,1.13,-2.7,2.69,2.51,3.66
20,20,30,5,25,DCA,NO,142,6.19408671911646,1.13,-3.47,2.29,1.5,2.33
20,20,30,5,25,DCA,YES,142,5.360007132359939,1.12,-3.39,2.41,1.25,1.87
20,20,30,0,30,1-OFF,NO,133,1.4532372137448495,0.94,-2.94,1.41,0.82,1.88
20,20,30,0,30,1-OFF,YES,133,1.5747156766553836,0.95,-2.83,1.91,1.42,2.52
20,20,30,0,30,DCA,NO,133,6.192732347766631,0.94,-3.5,1.79,0.97,1.87
20,20,30,0,30,DCA,YES,133,5.357055552636227,0.97,-3.41,1.92,0.72,1.5
20,20,25,35,0,1-OFF,NO,182,3.8171980200744917,2.12,-2.14,6.91,8.79,10.23
20,20,25,35,0,1-OFF,YES,182,3.887810431801032,2.12,-2.12,7.21,9.05,10.61
20,20,25,35,0,DCA,NO,182,6.203881824873346,2.12,-3.37,5.28,4.76,5.18
20,20,25,35,0,DCA,YES,182,5.384330390769669,1.93,-3.39,5.36,4.5,4.22
20,20,25,30,5,1-OFF,NO,174,3.43857481927547,1.93,-2.28,6.09,7.63,9.04
20,20,25,30,5,1-OFF,YES,174,3.5221042505845706,1.93,-2.24,6.43,7.93,9.44
20,20,25,30,5,DCA,NO,174,6.202404022911671,1.93,-3.4,4.78,4.23,4.72
20,20,25,30,5,DCA,YES,174,5.38080577458318,1.77,-3.4,4.87,3.96,3.85
20,20,25,25,10,1-OFF,NO,165,3.0622355805271035,1.74,-2.42,5.28,6.48,7.84
20,20,25,25,10,1-OFF,YES,165,3.1606777622548536,1.74,-2.37,5.64,6.82,8.27
20,20,25,25,10,DCA,NO,165,6.200945446481066,1.74,-3.43,4.28,3.69,4.27
20,20,25,25,10,DCA,YES,165,5.377376003978362,1.61,-3.41,4.38,3.43,3.49
20,20,25,20,15,1-OFF,NO,156,2.6918517050003268,1.56,-2.56,4.47,5.33,6.65
20,20,25,20,15,1-OFF,YES,156,2.8063269234593227,1.56,-2.5,4.85,5.71,7.11
20,20,25,20,15,DCA,NO,156,6.199506762952281,1.56,-3.46,3.78,3.16,3.81
20,20,25,20,15,DCA,YES,156,5.37404213552199,1.46,-3.42,3.89,2.9,3.12
20,20,25,15,20,1-OFF,NO,147,2.333540355015278,1.37,-2.7,3.65,4.18,5.45
20,20,25,15,20,1-OFF,YES,147,2.4634402195747316,1.37,-2.62,4.07,4.61,5.96
20,20,25,15,20,DCA,NO,147,6.198088658106864,1.37,-3.49,3.28,2.63,3.36
20,20,25,15,20,DCA,YES,147,5.370805238286261,1.3,-3.43,3.39,2.37,2.75
20,20,25,10,25,1-OFF,NO,138,1.9978279565923622,1.18,-2.85,2.84,3.02,4.26
20,20,25,10,25,1-OFF,YES,138,2.139112449895504,1.19,-2.75,3.28,3.51,4.8
20,20,25,10,25,DCA,NO,138,6.196691836665816,1.18,-3.52,2.78,2.09,2.91
20,20,25,10,25,DCA,YES,138,5.367666393973135,1.14,-3.45,2.9,1.85,2.38
20,20,25,5,30,1-OFF,NO,129,1.7030952055723363,1.0,-2.99,2.03,1.87,3.06
20,20,25,5,30,1-OFF,YES,129,1.845032321939733,1.0,-2.88,2.5,2.42,3.66
20,20,25,5,30,DCA,NO,129,6.1953170228343915,1.0,-3.55,2.28,1.56,2.45
20,20,25,5,30,DCA,YES,129,5.364626697040345,0.99,-3.46,2.41,1.32,2.02
20,20,25,0,35,1-OFF,NO,120,1.4800693140658405,0.81,-3.13,1.21,0.72,1.87
20,20,25,0,35,1-OFF,YES,120,1.6001912648157424,0.81,-3.01,1.71,1.33,2.52
20,20,25,0,35,DCA,NO,120,6.193964960864151,0.81,-3.58,1.77,1.02,2.0
20,20,25,0,35,DCA,YES,120,5.36168725482916,0.83,-3.47,1.92,0.79,1.65
20,20,20,40,0,1-OFF,NO,179,4.230459946524747,2.17,-2.18,7.52,9.84,11.42
20,20,20,40,0,1-OFF,YES,179,4.289221910759758,2.17,-2.17,7.81,10.07,11.79
20,20,20,40,0,DCA,NO,179,6.206593306705445,2.17,-3.41,5.77,5.35,5.76
20,20,20,40,0,DCA,YES,179,5.392485337872468,1.95,-3.44,5.85,5.11,4.74
20,20,20,35,5,1-OFF,NO,170,3.851937595961287,1.99,-2.33,6.71,8.68,10.22
20,20,20,35,5,1-OFF,YES,170,3.920934658167445,1.99,-2.29,7.02,8.95,10.61
20,20,20,35,5,DCA,NO,170,6.205099449690016,1.99,-3.44,5.27,4.82,5.3
20,20,20,35,5,DCA,YES,170,5.388878687141091,1.79,-3.45,5.36,4.57,4.37
20,20,20,30,10,1-OFF,NO,161,3.473454998940797,1.8,-2.47,5.89,7.53,9.03
20,20,20,30,10,1-OFF,YES,161,3.5551001169309897,1.8,-2.42,6.23,7.83,9.44
20,20,20,30,10,DCA,NO,161,6.2036241451889715,1.8,-3.47,4.77,4.28,4.85
20,20,20,30,10,DCA,YES,161,5.385365892539724,1.64,-3.46,4.87,4.04,4.0
20,20,20,25,15,1-OFF,NO,152,3.097284152388305,1.61,-2.61,5.08,6.38,7.83
20,20,20,25,15,1-OFF,YES,152,3.193544735187766,1.61,-2.54,5.44,6.72,8.27
20,20,20,25,15,DCA,NO,152,6.20216804153666,1.61,-3.5,4.27,3.75,4.4
20,20,20,25,15,DCA,YES,152,5.381947999057157,1.48,-3.47,4.38,3.51,3.63
20,20,20,20,20,1-OFF,NO,143,2.7270665029205867,1.42,-2.75,4.27,5.23,6.64
20,20,20,20,20,1-OFF,YES,143,2.8390371829411842,1.43,-2.67,4.66,5.61,7.11
20,20,20,20,20,DCA,NO,143,6.200731804928583,1.42,-3.53,3.77,3.21,3.94
20,20,20,20,20,DCA,YES,143,5.378626064095791,1.32,-3.49,3.89,2.98,3.26
20,20,20,15,25,1-OFF,NO,134,2.368833543618231,1.24,-2.9,3.45,4.08,5.44
20,20,20,15,25,1-OFF,YES,134,2.495903639721368,1.24,-2.8,3.87,4.51,5.95
20,20,20,15,25,DCA,NO,134,6.19931611993289,1.24,-3.56,3.26,2.68,3.49
20,20,20,15,25,DCA,YES,134,5.37540115759509,1.17,-3.5,3.4,2.45,2.9
20,20,20,10,30,1-OFF,NO,125,2.0328911660650446,1.05,-3.04,2.64,2.92,4.25
20,20,20,10,30,1-OFF,YES,125,2.171101554370162,1.05,-2.93,3.09,3.41,4.8
20,20,20,10,30,DCA,NO,125,6.197921690017751,1.05,-3.59,2.76,2.15,3.03
20,20,20,10,30,DCA,YES,125,5.372274362156659,1.01,-3.51,2.9,1.92,2.53
20,20,20,5,35,1-OFF,NO,117,1.737097472612922,0.86,-3.18,1.83,1.77,3.05
20,20,20,5,35,1-OFF,YES,117,1.8760283970021392,0.87,-3.06,2.3,2.32,3.65
20,20,20,5,35,DCA,NO,117,6.196549238095019,0.86,-3.62,2.26,1.61,2.58
20,20,20,5,35,DCA,YES,117,5.369246773171071,0.85,-3.52,2.41,1.39,2.16
20,20,20,0,40,1-OFF,NO,108,1.5111410151849307,0.68,-3.32,1.01,0.62,1.85
20,20,20,0,40,1-OFF,YES,108,1.6291147034582714,0.68,-3.19,1.52,1.23,2.51
20,20,20,0,40,DCA,NO,108,6.195199507080808,0.68,-3.65,1.76,1.08,2.13
20,20,20,0,40,DCA,YES,108,5.366319498946291,0.7,-3.54,1.92,0.87,1.79
20,20,15,45,0,1-OFF,NO,175,4.643340477969225,2.23,-2.23,8.13,10.89,12.6
20,20,15,45,0,1-OFF,YES,175,4.6929817041486945,2.23,-2.22,8.41,11.1,12.98
20,20,15,45,0,DCA,NO,175,6.209319392180003,2.23,-3.46,6.26,5.94,6.34
20,20,15,45,0,DCA,YES,175,5.400709900468104,1.97,-3.5,6.35,5.72,5.26
20,20,15,40,5,1-OFF,NO,166,4.266422569429384,2.04,-2.38,7.32,9.73,11.41
20,20,15,40,5,1-OFF,YES,166,4.323429814666946,2.04,-2.34,7.62,9.97,11.79
20,20,15,40,5,DCA,NO,166,6.207810175957497,2.04,-3.48,5.76,5.4,5.88
20,20,15,40,5,DCA,YES,166,5.397022166162304,1.82,-3.51,5.85,5.18,4.89
20,20,15,35,10,1-OFF,NO,157,3.8881417515532335,1.85,-2.52,6.51,8.58,10.21
20,20,15,35,10,1-OFF,YES,157,3.955124412246996,1.85,-2.47,6.83,8.85,10.61
20,20,15,35,10,DCA,NO,157,6.206318859142018,1.85,-3.51,5.26,4.87,5.43
20,20,15,35,10,DCA,YES,157,5.393427309661329,1.66,-3.52,5.36,4.65,4.52
20,20,15,30,15,1-OFF,NO,148,3.5099649926562253,1.67,-2.66,5.69,7.43,9.01
20,20,15,30,15,1-OFF,YES,148,3.589306881515523,1.67,-2.59,6.04,7.74,9.44
20,20,15,30,15,DCA,NO,148,6.204846071606904,1.67,-3.54,4.76,4.34,4.98
20,20,15,30,15,DCA,YES,148,5.389926364439801,1.5,-3.53,4.87,4.12,4.15
20,20,15,25,20,1-OFF,NO,139,3.134166032004311,1.48,-2.8,4.88,6.28,7.82
20,20,15,25,20,1-OFF,YES,139,3.227800107259618,1.48,-2.72,5.25,6.62,8.27
20,20,15,25,20,DCA,NO,139,6.20339246055462,1.48,-3.57,4.25,3.8,4.52
20,20,15,25,20,DCA,YES,139,5.386520376294268,1.34,-3.54,4.38,3.58,3.78
20,20,15,20,25,1-OFF,NO,131,2.764369526284778,1.29,-2.95,4.07,5.13,6.62
20,20,15,20,25,1-OFF,YES,131,2.8733559411484,1.29,-2.85,4.46,5.52,7.1
20,20,15,20,25,DCA,NO,131,6.2019586910120035,1.29,-3.6,3.75,3.27,4.07
20,20,15,20,25,DCA,YES,131,5.383210403465783,1.19,-3.55,3.89,3.05,3.41
20,20,15,15,30,1-OFF,NO,122,2.4065397589458897,1.11,-3.09,3.25,3.97,5.43
20,20,15,15,30,1-OFF,YES,122,2.530252807503809,1.11,-2.98,3.68,4.41,5.95
20,20,15,15,30,DCA,NO,122,6.2005454463405645,1.11,-3.63,3.25,2.73,3.61
20,20,15,15,30,DCA,YES,122,5.379997516764093,1.03,-3.56,3.4,2.52,3.04
20,20,15,10,35,1-OFF,NO,113,2.0707866098858165,0.92,-3.23,2.44,2.82,4.23
20,20,15,10,35,1-OFF,YES,113,2.2053303417384003,0.92,-3.11,2.89,3.32,4.79
20,20,15,10,35,DCA,NO,113,6.199153428762631,0.92,-3.66,2.75,2.2,3.16
20,20,15,10,35,DCA,YES,113,5.376882799693514,0.88,-3.58,2.9,1.99,2.67
20,20,15,5,40,1-OFF,NO,104,1.7744709231687916,0.73,-3.37,1.63,1.67,3.04
20,20,15,5,40,1-OFF,YES,104,1.9097175459923552,0.73,-3.24,2.11,2.22,3.65
20,20,15,5,40,DCA,NO,104,6.197783359903741,0.73,-3.69,2.25,1.67,2.71
20,20,15,5,40,DCA,YES,104,5.37386734858038,0.72,-3.59,2.41,1.47,2.3
20,20,15,0,45,1-OFF,NO,95,1.5462347580092497,0.55,-3.52,0.81,0.52,1.84
20,20,15,0,45,1-OFF,YES,95,1.6612962587770637,0.55,-3.37,1.33,1.13,2.5
20,20,15,0,45,DCA,NO,95,6.196435981351897,0.55,-3.72,1.75,1.13,2.25
20,20,15,0,45,DCA,YES,95,5.370952272702338,0.56,-3.6,1.92,0.94,1.94
20,20,10,50,0,1-OFF,NO,171,5.054671915393129,2.28,-2.28,8.75,11.94,13.78
20,20,10,50,0,1-OFF,YES,171,5.097991045865306,2.28,-2.27,9.01,12.13,14.17
20,20,10,50,0,DCA,NO,171,6.2120593418308845,2.28,-3.5,6.75,6.53,6.92
20,20,10,50,0,DCA,YES,171,5.409003127689628,1.99,-3.55,6.84,6.33,5.78
20,20,10,45,5,1-OFF,NO,162,4.680315543138264,2.1,-2.43,7.93,10.78,12.59
20,20,10,45,5,1-OFF,YES,162,4.728061349250919,2.09,-2.39,8.21,11.0,12.98
20,20,10,45,5,DCA,NO,162,6.210535441174111,2.1,-3.53,6.25,5.99,6.46
20,20,10,45,5,DCA,YES,162,5.405235249531167,1.84,-3.56,6.35,5.8,5.41
20,20,10,40,10,1-OFF,NO,153,4.303692331982302,1.91,-2.57,7.12,9.63,11.39
20,20,10,40,10,1-OFF,YES,153,4.358555418056982,1.91,-2.52,7.42,9.87,11.79
20,20,10,40,10,DCA,NO,153,6.209028806120264,1.91,-3.56,5.74,5.46,6.01
20,20,10,40,10,DCA,YES,153,5.401559281937963,1.68,-3.57,5.86,5.26,5.04
20,20,10,35,15,1-OFF,NO,145,3.925783501459026,1.72,-2.71,6.31,8.48,10.2
20,20,10,35,15,1-OFF,YES,145,3.9903471788087717,1.72,-2.64,6.63,8.75,10.61
20,20,10,35,15,DCA,NO,145,6.207540048638234,1.72,-3.59,5.24,4.92,5.56
20,20,10,35,15,DCA,YES,145,5.397976246934966,1.52,-3.58,5.37,4.73,4.67
20,20,10,30,20,1-OFF,NO,136,3.5480696891894774,1.54,-2.85,5.49,7.33,9.0
20,20,10,30,20,1-OFF,YES,136,3.624684783361732,1.53,-2.77,5.84,7.64,9.43
20,20,10,30,20,DCA,NO,136,6.2060697975113905,1.54,-3.62,4.74,4.39,5.1
20,20,10,30,20,DCA,YES,136,5.394487178777446,1.37,-3.59,4.87,4.19,4.3
20,20,10,25,25,1-OFF,NO,127,3.172834546531206,1.35,-3.0,4.68,6.18,7.81
20,20,10,25,25,1-OFF,YES,127,3.2633942638969495,1.35,-2.9,5.06,6.53,8.26
20,20,10,25,25,DCA,NO,127,6.2046186988167795,1.35,-3.65,4.24,3.86,4.65
20,20,10,25,25,DCA,YES,127,5.391093124072746,1.21,-3.6,4.38,3.66,3.93
20,20,10,20,30,1-OFF,NO,118,2.803697259137311,1.16,-3.14,3.87,5.02,6.61
20,20,10,20,30,1-OFF,YES,118,2.9092198889356506,1.16,-3.03,4.27,5.42,7.1
20,20,10,20,30,DCA,NO,118,6.203187416419159,1.16,-3.68,3.74,3.32,4.19
20,20,10,20,30,DCA,YES,118,5.387795141903644,1.05,-3.61,3.89,3.13,3.56
20,20,10,15,35,1-OFF,NO,109,2.4465705214312474,0.97,-3.28,3.05,3.87,5.42
20,20,10,15,35,1-OFF,YES,109,2.5664050355056984,0.97,-3.16,3.48,4.32,5.94
20,20,10,15,35,DCA,NO,109,6.201776632480139,0.97,-3.7,3.24,2.79,3.74
20,20,10,15,35,DCA,YES,109,5.384594303953215,0.9,-3.63,3.4,2.6,3.19
20,20,10,10,40,1-OFF,NO,100,2.111388969230322,0.79,-3.42,2.24,2.72,4.22
20,20,10,10,40,1-OFF,YES,100,2.241688559166332,0.79,-3.28,2.7,3.22,4.79
20,20,10,10,40,DCA,NO,100,6.200387047983149,0.79,-3.73,2.74,2.25,3.29
20,20,10,10,40,DCA,YES,100,5.381491694631444,0.74,-3.64,2.9,2.07,2.82
20,20,10,5,45,1-OFF,NO,91,1.8150394425323375,0.6,-3.57,1.43,1.57,3.03
20,20,10,5,45,1-OFF,YES,91,1.9459514638303883,0.6,-3.41,1.91,2.12,3.64
20,20,10,5,45,DCA,NO,91,6.199019383274472,0.6,-3.76,2.24,1.72,2.83
20,20,10,5,45,DCA,YES,91,5.378488411203483,0.58,-3.66,2.41,1.54,2.45
20,20,10,0,50,1-OFF,NO,82,1.5851208080715427,0.41,-3.71,0.61,0.42,1.83
20,20,10,0,50,1-OFF,YES,82,1.6965413149261674,0.42,-3.54,1.13,1.04,2.5
20,20,10,0,50,DCA,NO,82,6.1976743786212865,0.41,-3.79,1.73,1.18,2.38
20,20,10,0,50,DCA,YES,82,5.375585563919627,0.43,-3.67,1.92,1.01,2.08
20,20,5,55,0,1-OFF,NO,167,5.463679400147016,2.34,-2.33,9.36,12.99,14.97
20,20,5,55,0,1-OFF,YES,167,5.503480271426198,2.34,-2.32,9.6,13.16,15.37
20,20,5,55,0,DCA,NO,167,6.214812438769863,2.34,-3.54,7.24,7.11,7.5
20,20,5,55,0,DCA,YES,167,5.4173640808106125,2.02,-3.6,7.34,6.95,6.3
20,20,5,50,5,1-OFF,NO,158,5.092506452367074,2.15,-2.48,8.55,11.84,13.77
20,20,5,50,5,1-OFF,YES,158,5.133786220518298,2.15,-2.44,8.81,12.03,14.17
20,20,5,50,5,DCA,NO,158,6.213274508020681,2.15,-3.57,6.73,6.58,7.04
20,20,5,50,5,DCA,YES,158,5.4135169872965685,1.86,-3.61,6.85,6.41,5.93
20,20,5,45,10,1-OFF,NO,150,4.71847087230434,1.96,-2.62,7.73,10.68,12.58
20,20,5,45,10,1-OFF,YES,150,4.7639386910725445,1.96,-2.57,8.02,10.9,12.98
20,20,5,45,10,DCA,NO,150,6.211753227787051,1.96,-3.6,6.23,6.05,6.59
20,20,5,45,10,DCA,YES,150,5.409760848151569,1.7,-3.62,6.35,5.87,5.56
20,20,5,40,15,1-OFF,NO,141,4.342247726242836,1.78,-2.76,6.92,9.53,11.38
20,20,5,40,15,1-OFF,YES,141,4.394572008755747,1.77,-2.7,7.23,9.77,11.79
20,20,5,40,15,DCA,NO,141,6.210249192672066,1.78,-3.63,5.73,5.51,6.14
20,20,5,40,15,DCA,YES,141,5.406096674015991,1.55,-3.63,5.86,5.34,5.19
20,20,5,35,20,1-OFF,NO,132,3.9648354066607023,1.59,-2.9,6.11,8.38,10.19
20,20,5,35,20,1-OFF,YES,132,4.026570855591436,1.59,-2.82,6.44,8.65,10.61
20,20,5,35,20,DCA,NO,132,6.208763013595213,1.59,-3.66,5.23,4.98,5.68
20,20,5,35,20,DCA,YES,132,5.402525487669063,1.39,-3.64,5.37,4.8,4.82
20,20,5,30,25,1-OFF,NO,123,3.587733429793872,1.4,-3.05,5.29,7.23,8.99
20,20,5,30,25,1-OFF,YES,123,3.661194546762199,1.4,-2.95,5.65,7.54,9.43
